2025-12-10 16:44:44.539 | INFO     | __main__:<module>:8 - PYTORCH_ALLOC_CONF=expandable_segments:True
2025-12-10 16:57:26.614 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:22 - 📄 Чанк ID=2286, original_id=896, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-10 16:57:26.616 | INFO     | app.rag.pipeline:rag_pipeline_stream:37 - Контекст подготовлен, длина: 1821 символов
2025-12-10 16:57:26.620 | INFO     | app.models.llm:stream_generate:57 - Начало генерации ответа...
2025-12-10 17:05:50.213 | INFO     | app.models.llm:stream_generate:76 - Генерация завершена
2025-12-10 17:07:43.461 | INFO     | __main__:<module>:8 - PYTORCH_ALLOC_CONF=expandable_segments:True
2025-12-10 17:07:47.682 | INFO     | __main__:<module>:14 - 🚀 Запуск приложения...
2025-12-10 17:07:56.441 | INFO     | app.rag.search:search_similar_texts:7 - 🔍 Поиск похожих текстов для запроса: 'что написано в инструкции по безбумажному выпуску?...'
2025-12-10 17:07:56.442 | INFO     | app.models.embedding:__new__:11 - Загрузка модели эмбеддингов (multilingual-e5-small) на CPU...
2025-12-10 17:07:57.339 | SUCCESS  | app.models.embedding:__new__:17 - ✅ Модель эмбеддингов загружена и готова к использованию.
2025-12-10 17:07:57.353 | INFO     | app.db.connection:get_db_connection:9 - Установка соединения с базой данных...
2025-12-10 17:07:57.362 | SUCCESS  | app.db.connection:get_persistent_db_connection:21 - ✅ Соединение с базой данных установлено.
2025-12-10 17:07:57.365 | INFO     | app.rag.search:search_similar_texts:24 - 📥 Получено 15 чанков из БД. IDs: [222, 1700, 536, 1699, 220, 2300, 513, 63, 277, 1357, 1349, 465, 49, 1253, 2286]
2025-12-10 17:07:57.366 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:22 - 📄 Чанк ID=222, original_id=43, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-10 17:07:57.366 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:22 - 📄 Чанк ID=1700, original_id=472, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-10 17:07:57.366 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:22 - 📄 Чанк ID=536, original_id=152, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-10 17:07:57.366 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:22 - 📄 Чанк ID=1699, original_id=472, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-10 17:07:57.366 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:22 - 📄 Чанк ID=220, original_id=43, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-10 17:07:57.366 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:22 - 📄 Чанк ID=2300, original_id=900, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-10 17:07:57.366 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:22 - 📄 Чанк ID=513, original_id=149, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-10 17:07:57.366 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:22 - 📄 Чанк ID=63, original_id=13, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-10 17:07:57.366 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:22 - 📄 Чанк ID=277, original_id=50, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-10 17:07:57.366 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:22 - 📄 Чанк ID=1357, original_id=394, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-10 17:07:57.367 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:22 - 📄 Чанк ID=1349, original_id=388, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-10 17:07:57.367 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:22 - 📄 Чанк ID=465, original_id=137, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-10 17:07:57.367 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:22 - 📄 Чанк ID=49, original_id=11, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-10 17:07:57.367 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:22 - 📄 Чанк ID=1253, original_id=361, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-10 17:07:57.367 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:22 - 📄 Чанк ID=2286, original_id=896, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-10 17:07:57.367 | INFO     | app.models.llm:__init__:31 - Загрузка Saiga-Mistral-7B-GPTQ...
2025-12-10 17:07:58.725 | SUCCESS  | app.models.llm:__init__:53 - ✅ Saiga-Mistral-7B-GPTQ загружена.
2025-12-10 17:07:58.726 | INFO     | app.rag.pipeline:rag_pipeline_stream:37 - Контекст подготовлен, длина: 1821 символов
2025-12-10 17:07:58.728 | INFO     | app.models.llm:stream_generate:57 - Начало генерации ответа...
2025-12-10 17:16:24.006 | INFO     | app.models.llm:stream_generate:76 - Генерация завершена
2025-12-15 16:49:03.667 | INFO     | __main__:<module>:8 - PYTORCH_ALLOC_CONF=expandable_segments:True
2025-12-15 17:07:35.037 | INFO     | __main__:<module>:8 - PYTORCH_ALLOC_CONF=expandable_segments:True
2025-12-16 13:54:26.492 | INFO     | __main__:<module>:8 - PYTORCH_ALLOC_CONF=expandable_segments:True
2025-12-16 13:54:44.168 | INFO     | __main__:<module>:8 - PYTORCH_ALLOC_CONF=expandable_segments:True
2025-12-16 13:54:48.477 | INFO     | __main__:<module>:14 - 🚀 Запуск приложения...
2025-12-16 13:54:57.037 | INFO     | app.rag.search:search_similar_texts:7 - 🔍 Поиск похожих текстов для запроса: 'test...'
2025-12-16 13:54:57.037 | INFO     | app.models.embedding:__new__:11 - Загрузка модели эмбеддингов (multilingual-e5-small) на CPU...
2025-12-16 13:54:58.268 | SUCCESS  | app.models.embedding:__new__:17 - ✅ Модель эмбеддингов загружена и готова к использованию.
2025-12-16 13:54:58.279 | INFO     | app.db.connection:get_db_connection:9 - Установка соединения с базой данных...
2025-12-16 13:54:58.287 | SUCCESS  | app.db.connection:get_persistent_db_connection:21 - ✅ Соединение с базой данных установлено.
2025-12-16 13:54:58.290 | INFO     | app.rag.search:search_similar_texts:24 - 📥 Получено 15 чанков из БД. IDs: [2288, 1432, 1353, 1309, 1074, 555, 554, 453, 332, 307, 749, 954, 640, 290, 2300]
2025-12-16 13:54:58.290 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=2288, original_id=897, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 13:54:58.290 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=1432, original_id=419, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 13:54:58.290 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=1353, original_id=392, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 13:54:58.290 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=1309, original_id=371, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 13:54:58.290 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=1074, original_id=310, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 13:54:58.290 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=555, original_id=166, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 13:54:58.290 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=554, original_id=165, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 13:54:58.290 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=453, original_id=129, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 13:54:58.291 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=332, original_id=99, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 13:54:58.291 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=307, original_id=74, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 13:54:58.291 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=749, original_id=236, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 13:54:58.291 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=954, original_id=283, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 13:54:58.291 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=640, original_id=290, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 13:54:58.291 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=290, original_id=55, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 13:54:58.291 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=2300, original_id=900, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 13:54:58.291 | INFO     | app.models.llm:__init__:31 - Загрузка Saiga-Mistral-7B-GPTQ...
2025-12-16 13:54:59.623 | SUCCESS  | app.models.llm:__init__:53 - ✅ Saiga-Mistral-7B-GPTQ загружена.
2025-12-16 13:54:59.624 | INFO     | app.rag.pipeline:rag_pipeline_stream:39 - Контекст подготовлен, длина: 610 символов
2025-12-16 13:54:59.625 | INFO     | app.models.llm:stream_generate:57 - Начало генерации ответа...
2025-12-16 14:02:35.216 | INFO     | app.models.llm:stream_generate:76 - Генерация завершена
2025-12-16 14:10:03.209 | INFO     | app.rag.search:search_similar_texts:7 - 🔍 Поиск похожих текстов для запроса: 'Расскажи про бумажный выпуск ПСД...'
2025-12-16 14:10:03.210 | INFO     | app.models.embedding:__new__:11 - Загрузка модели эмбеддингов (multilingual-e5-small) на CPU...
2025-12-16 14:10:03.210 | SUCCESS  | app.models.embedding:__new__:17 - ✅ Модель эмбеддингов загружена и готова к использованию.
2025-12-16 14:10:03.270 | INFO     | app.rag.search:search_similar_texts:24 - 📥 Получено 15 чанков из БД. IDs: [220, 1872, 1519, 1448, 1187, 514, 64, 1443, 829, 778, 764, 82, 1454, 1232, 442]
2025-12-16 14:10:03.271 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=220, original_id=43, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:10:03.271 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=1872, original_id=570, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:10:03.271 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=1519, original_id=436, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:10:03.271 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=1448, original_id=428, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:10:03.272 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=1187, original_id=424, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:10:03.272 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=514, original_id=149, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:10:03.272 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=64, original_id=13, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:10:03.272 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=1443, original_id=425, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:10:03.273 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=829, original_id=258, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:10:03.273 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=778, original_id=250, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:10:03.273 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=764, original_id=245, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:10:03.273 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=82, original_id=29, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:10:03.273 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=1454, original_id=430, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:10:03.273 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=1232, original_id=358, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:10:03.273 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=442, original_id=118, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:10:03.275 | INFO     | app.rag.pipeline:rag_pipeline_stream:39 - Контекст подготовлен, длина: 394 символов
2025-12-16 14:10:03.278 | INFO     | app.models.llm:stream_generate:57 - Начало генерации ответа...
2025-12-16 14:16:35.020 | INFO     | app.models.llm:stream_generate:76 - Генерация завершена
2025-12-16 14:17:20.039 | INFO     | __main__:<module>:8 - PYTORCH_ALLOC_CONF=expandable_segments:True
2025-12-16 14:17:24.052 | INFO     | __main__:<module>:14 - 🚀 Запуск приложения...
2025-12-16 14:17:46.378 | INFO     | app.rag.search:search_similar_texts:7 - 🔍 Поиск похожих текстов для запроса: 'Расскажи про безбумажный выпуск ПСД...'
2025-12-16 14:17:46.379 | INFO     | app.models.embedding:__new__:11 - Загрузка модели эмбеддингов (multilingual-e5-small) на CPU...
2025-12-16 14:17:47.263 | SUCCESS  | app.models.embedding:__new__:17 - ✅ Модель эмбеддингов загружена и готова к использованию.
2025-12-16 14:17:47.276 | INFO     | app.db.connection:get_db_connection:9 - Установка соединения с базой данных...
2025-12-16 14:17:47.284 | SUCCESS  | app.db.connection:get_persistent_db_connection:21 - ✅ Соединение с базой данных установлено.
2025-12-16 14:17:47.297 | INFO     | app.rag.search:search_similar_texts:24 - 📥 Получено 15 чанков из БД. IDs: [220, 62, 1872, 1519, 1448, 1187, 829, 778, 764, 82, 2300, 1443, 514, 64, 291]
2025-12-16 14:17:47.297 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=220, original_id=43, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:17:47.297 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=62, original_id=12, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:17:47.297 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=1872, original_id=570, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:17:47.297 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=1519, original_id=436, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:17:47.297 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=1448, original_id=428, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:17:47.297 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=1187, original_id=424, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:17:47.298 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=829, original_id=258, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:17:47.298 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=778, original_id=250, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:17:47.298 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=764, original_id=245, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:17:47.298 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=82, original_id=29, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:17:47.298 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=2300, original_id=900, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:17:47.298 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=1443, original_id=425, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:17:47.298 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=514, original_id=149, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:17:47.298 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=64, original_id=13, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:17:47.298 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=291, original_id=56, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:17:47.298 | INFO     | app.models.llm:__init__:31 - Загрузка Saiga-Mistral-7B-GPTQ...
2025-12-16 14:17:48.591 | SUCCESS  | app.models.llm:__init__:53 - ✅ Saiga-Mistral-7B-GPTQ загружена.
2025-12-16 14:17:48.592 | INFO     | app.rag.pipeline:rag_pipeline_stream:39 - Контекст подготовлен, длина: 392 символов
2025-12-16 14:18:15.730 | INFO     | __main__:<module>:8 - PYTORCH_ALLOC_CONF=expandable_segments:True
2025-12-16 14:18:19.783 | INFO     | __main__:<module>:14 - 🚀 Запуск приложения...
2025-12-16 14:18:23.443 | INFO     | app.rag.search:search_similar_texts:7 - 🔍 Поиск похожих текстов для запроса: 'Расскажи про безбумажный выпуск ПСД...'
2025-12-16 14:18:23.444 | INFO     | app.models.embedding:__new__:11 - Загрузка модели эмбеддингов (multilingual-e5-small) на CPU...
2025-12-16 14:18:24.329 | SUCCESS  | app.models.embedding:__new__:17 - ✅ Модель эмбеддингов загружена и готова к использованию.
2025-12-16 14:18:24.342 | INFO     | app.db.connection:get_db_connection:9 - Установка соединения с базой данных...
2025-12-16 14:18:24.350 | SUCCESS  | app.db.connection:get_persistent_db_connection:21 - ✅ Соединение с базой данных установлено.
2025-12-16 14:18:24.353 | INFO     | app.rag.search:search_similar_texts:24 - 📥 Получено 15 чанков из БД. IDs: [220, 62, 1872, 1519, 1448, 1187, 829, 778, 764, 82, 2300, 1443, 514, 64, 291]
2025-12-16 14:18:24.353 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=220, original_id=43, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:18:24.353 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=62, original_id=12, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:18:24.353 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=1872, original_id=570, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
